cluster,phase,country,iso3,date,meeting_id,speech_id,unit_id,speaker_name,violence_type,attribution,positive_negative,transcend,imperialism,relation_type,confidence_mean,evidence_verified_all,evidence_quote,paragraph_text,signature_codes_matched
C2,P3-P5_ceasefire_1_to_ceasefire_2,Republic of Korea,KOR,2025-08-05,S/PV.9972,S/PV.9972#9,4a38b92525409182,Mr. Cho,VD|VS,ATR-PAL|NONE,,,,,0.833,1,"Hamas, which committed one of the worst terrorist attacks in recent history || Hamas, which committed one of the worst terrorist attacks in recent history || still holds 50 hostages after almost two years in utterly inhumane conditions","The world is horrified to see the tragedy unfolding in Gaza at this very moment. We are appalled by the fact that Hamas, which committed one of the worst terrorist attacks in recent history, still holds 50 hostages after almost two years in utterly inhumane conditions. We are also witnessing every day appalling videos and images in the media of the scores of emaciated Palestinian civilians who have not been spared from the escalating famine stalking life in Gaza. Reiterating our deepest concern about the deteriorating conditions for the hostages and civilians in Gaza and the West Bank, let me stress the following three points.",attribution__ATR-PAL
C2,P3-P5_ceasefire_1_to_ceasefire_2,Sierra Leone,SLE,2025-08-05,S/PV.9972,S/PV.9972#12,dfa0487e0eb609cf,Mr. Kanu,VD|VS,ATR-ISR|ATR-PAL,PN1,,I1,,0.833,1,"resulting from policies of the Government of Israel || resulting from policies of the Government of Israel || We urge the State of Israel to lift the blockade and facilitate unimpeded humanitarian access. Likewise, we urge Hamas and other armed groups to cease attacks on civilians and release all hostages.","The man-made humanitarian catastrophe in Gaza, resulting from policies of the Government of Israel, is unprecedented in scale and severity. The suffering of Israeli hostages is acute and must be addressed urgently. Likewise, this is occurring alongside the suffering of an entire civilian population, who are being subjected to famine and relentless bombardment. We urge the State of Israel to lift the blockade and facilitate unimpeded humanitarian access. Likewise, we urge Hamas and other armed groups to cease attacks on civilians and release all hostages.",attribution__ATR-PAL
C2,P3-P5_ceasefire_1_to_ceasefire_2,Spain,ESP,2025-04-30,S/PV.9907 (Resumption 2),S/PV.9907 (Resumption 2)#16,407216551287f428,Mr. Gómez Hernández,,,PN2,,,,0.85,1,Spain reiterates its call on the parties to comply fully with resolution 1701 (2006) and with the cessation of hostilities agreement of November 2024. We will therefore continue to support stabilization through the United Nations Interim Force in Lebanon and to provide political and financial support to the Lebanese Armed Forces.,"A just and lasting peace in the region necessarily requires the restoration of respect for the principles of the Charter of the United Nations, including respect for territorial integrity, especially in Lebanon and Syria. Spain reiterates its call on the parties to comply fully with resolution 1701 (2006) and with the cessation of hostilities agreement of November 2024. We will therefore continue to support stabilization through the United Nations Interim Force in Lebanon and to provide political and financial support to the Lebanese Armed Forces.",positive_negative__PN2
C2,P3-P5_ceasefire_1_to_ceasefire_2,France,FRA,2025-02-25,S/PV.9868,S/PV.9868#19,a8f855d335127eb5,Mr. De Rivière,VS,ATR-ISR,PN2,T1,,,0.875,1,France condemns any forced displacement of the Palestinian population || France condemns any forced displacement of the Palestinian population || France supports the efforts of Egypt and those of the Group of Arab States to draw up a plan for the day after and the reconstruction of Gaza. The Palestinian Authority must be able to govern in all of the Palestinian territories.,It is time for the Council to address the future of the Gaza Strip and reconstruction. France condemns any forced displacement of the Palestinian population. It would be contrary to international law and dangerous for the stability of the region. France supports the efforts of Egypt and those of the Group of Arab States to draw up a plan for the day after and the reconstruction of Gaza. The Palestinian Authority must be able to govern in all of the Palestinian territories. Hamas cannot be part of the solution.,positive_negative__PN2
C2,P3-P5_ceasefire_1_to_ceasefire_2,United States,USA,2025-09-18,S/PV.10000,S/PV.10000#4,d3bc1edb5c012194,Ms. Ortagus,VD,ATR-PAL,,T1,,,0.8,1,"carry out future 7 October attacks, as it has threatened to do many times || carry out future 7 October attacks, as it has threatened to do many times || The United States has stressed since this conflict began that Israel has the right to defend itself.","First, the United States has stressed since this conflict began that Israel has the right to defend itself. The draft resolution seeks an immediate, unconditional and permanent ceasefire that would leave Hamas in a position to carry out future 7 October attacks, as it has threatened to do many times.",attribution__ATR-PAL
C2,P3-P5_ceasefire_1_to_ceasefire_2,Panama,PAN,2025-03-21,S/PV.9883,S/PV.9883#5,e3a2a2428bc6fbed,Mr. Alfaro de Alba,VS,ATR-PAL,,,,,0.75,1,"the absence of a political solution has facilitated the rise of extremist forces such as Hamas, which has contributed to prolonging violence and aggravated the suffering of civilian populations || the absence of a political solution has facilitated the rise of extremist forces such as Hamas, which has contributed to prolonging violence and aggravated the suffering of civilian populations","For decades, a lack of political will and deferred decisions have deepened mistrust and created an environment conducive to violence that has been exploited by extremism. While resolution 2334 (2016) focuses on the West Bank and East Jerusalem, its principles are equally relevant to stability in other territories, such as Gaza, where the absence of a political solution has facilitated the rise of extremist forces such as Hamas, which has contributed to prolonging violence and aggravated the suffering of civilian populations, preventing progress in the resolution of this conflict with each passing day.",attribution__ATR-PAL
C2,P3-P5_ceasefire_1_to_ceasefire_2,Sierra Leone,SLE,2025-07-23,S/PV.9963,S/PV.9963#13,7e0e194f2f63b255,Mr. Totangi,VD,ATR-PAL,,,,,0.95,1,the attacks of 7 October 2023 perpetrated by Hamas and other armed groups. The deliberate targeting of civilians and the taking of hostages || the attacks of 7 October 2023 perpetrated by Hamas and other armed groups. The deliberate targeting of civilians and the taking of hostages,"Sierra Leone unequivocally condemns the attacks of 7 October 2023 perpetrated by Hamas and other armed groups. The deliberate targeting of civilians and the taking of hostages are unacceptable and constitute serious violations of international law. These crimes must be addressed through lawful and accountable means. However, we maintain that one atrocity cannot justify another. The principles of proportionality, distinction and necessity must be upheld at all times.",attribution__ATR-PAL
C2,P3-P5_ceasefire_1_to_ceasefire_2,Norway,NOR,2025-04-29,S/PV.9907,S/PV.9907#29,d9018427b64bce1f,Ms. Håheim,,,PN2,,,,0.85,1,"Let us use the upcoming United Nations conference in June, as well as the work of the Global Alliance for the Implementation of the Two-State Solution and the Ad Hoc Liaison Committee for the Coordination of the International Assistance to Palestinians, to intensify our efforts towards that end.","Let us use the upcoming United Nations conference in June, as well as the work of the Global Alliance for the Implementation of the Two-State Solution and the Ad Hoc Liaison Committee for the Coordination of the International Assistance to Palestinians, to intensify our efforts towards that end.",positive_negative__PN2
C2,P3-P5_ceasefire_1_to_ceasefire_2,Panama,PAN,2025-04-29,S/PV.9907,S/PV.9907#20,630a10dba2ddc4dd,Mr. Moscoso,,,PN2,T4,,,0.825,1,"The peoples of the Middle East deserve more than mere truces. They deserve lasting peace, and it is our duty to make it happen. || The peoples of the Middle East deserve more than mere truces. They deserve lasting peace, and it is our duty to make it happen.","The peoples of the Middle East deserve more than mere truces. They deserve lasting peace, and it is our duty to make it happen.",transcend__T4|positive_negative__PN2
C2,P3-P5_ceasefire_1_to_ceasefire_2,India,IND,2025-07-23,S/PV.9963 (Resumption 1),S/PV.9963 (Resumption 1)#26,44ae4958a162ed87,Mr. Parvathaneni,,,PN2,T2,,,0.8,1,Dialogue and diplomacy remain the only viable paths to achieving these objectives. || Dialogue and diplomacy remain the only viable paths to achieving these objectives. There are no other fixes or solutions.,"The way ahead is clear, and India has been consistent in this regard. The ongoing human suffering must not be allowed to continue. Humanitarian assistance needs to be facilitated in a safe, sustained and timely manner. There is no substitute for peace. A ceasefire must be put in place. All hostages must be released. Dialogue and diplomacy remain the only viable paths to achieving these objectives. There are no other fixes or solutions.",positive_negative__PN2
C2,P3-P5_ceasefire_1_to_ceasefire_2,Greece,GRC,2025-03-21,S/PV.9883,S/PV.9883#10,f34e167cab944db7,Mr. Sekeris,VD|VS,ATR-ISR|NONE,PN2,,,SYM,0.833,1,the increase in settlement activity in the West Bank || the increase in settlement activity in the West Bank || The cessation of settlement activity is essential for salvaging the two-State solution.,"We deplore the increase in settlement activity in the West Bank. Such attempts are contrary to international law and the relevant Security Council resolutions and have no legal validity. The cessation of settlement activity is essential for salvaging the two-State solution. We are particularly concerned about reported escalation of violence in the West Bank and the displacement of some 40,000 people, particularly from refugee camps in the north. Attacks on civilians, including children, as well as on civilian infrastructure, constitute violations of international humanitarian law and human rights law. The reported demolition and seizure of Palestinian-owned structures is also concerning.",positive_negative__PN2|relation_type__SYM
C2,P3-P5_ceasefire_1_to_ceasefire_2,United Kingdom,GBR,2025-07-16,S/PV.9959,S/PV.9959#6,eb44f5dc2e517b1a,Dame Barbara Woodward,,,PN2,T2,I2,SYM,0.863,1,The path forward lies in diplomacy and compromise to deliver lasting peace for Israelis and Palestinians alike. || The path forward lies in diplomacy and compromise to deliver lasting peace for Israelis and Palestinians alike... co-chairing the upcoming conference on a two-State solution || The path forward lies in diplomacy and compromise to deliver lasting peace for Israelis and Palestinians alike.,"The path forward lies in diplomacy and compromise to deliver lasting peace for Israelis and Palestinians alike. We commend the leadership of France and the Kingdom of Saudi Arabia for co-chairing the upcoming conference on a two-State solution, which offers us a crucial opportunity to advance this goal.",positive_negative__PN2|relation_type__SYM
C2,P3-P5_ceasefire_1_to_ceasefire_2,Sierra Leone,SLE,2025-08-27,S/PV.9987,S/PV.9987#14,766346f1c1091287,Mr. Kanu,,,PN1|PN2,,I1,,0.883,1,"There must be an immediate, comprehensive and sustainable humanitarian ceasefire. There must be unfettered humanitarian access, with all crossings opened for food, medicine, fuel and water. There must be the immediate and unconditional release of all hostages and humane treatment of all detainees. There must be an end to the collective punishment of, and attacks on, civilians, hospitals, journalists and United Nations facilities. There must be accountability for atrocity crimes through support for the ICC and the investigative mechanisms of the United Nations. || There must be an immediate, comprehensive and sustainable humanitarian ceasefire. There must be unfettered humanitarian access, with all crossings opened for food, medicine, fuel and water. There must be the immediate and unconditional release of all hostages and humane treatment of all detainees. There must be an end to the collective punishment of, and attacks on, civilians, hospitals, journalists and United Nations facilities. || There must be accountability for atrocity crimes through support for the ICC and the investigative mechanisms of the United Nations. The Council should also consider measures, including restrictions on arms transfers, to halt the means by which atrocity crimes are being committed.","There must be an immediate, comprehensive and sustainable humanitarian ceasefire. There must be unfettered humanitarian access, with all crossings opened for food, medicine, fuel and water. There must be the immediate and unconditional release of all hostages and humane treatment of all detainees. There must be an end to the collective punishment of, and attacks on, civilians, hospitals, journalists and United Nations facilities. There must be accountability for atrocity crimes through support for the ICC and the investigative mechanisms of the United Nations. The Council should also consider measures, including restrictions on arms transfers, to halt the means by which atrocity crimes are being committed.",positive_negative__PN2
C2,P3-P5_ceasefire_1_to_ceasefire_2,Slovenia,SVN,2025-01-23,S/PV.9846,S/PV.9846#22,0feb1d4741262f63,Mrs. Blokar Drobič,,,PN2,,I2,,0.825,0,"We encourage parties listed in the Secretary-General's annual report on children and armed conflict (S/2024/384) to initiate a dialogue with the United Nations for the development, adoption and implementation of action plans to end and prevent grave violations committed against children. || We therefore encourage parties listed in the Secretary-General's annual report on children and armed conflict (S/2024/384) to initiate a dialogue with the United Nations for the development, adoption and implementation of action plans to end and prevent grave violations committed against children.","Children are the biggest victims of any war. We therefore encourage parties listed in the Secretary-General’s annual report on children and armed conflict (S/2024/384) to initiate a dialogue with the United Nations for the development, adoption and implementation of action plans to end and prevent grave violations committed against children.",positive_negative__PN2
C2,P3-P5_ceasefire_1_to_ceasefire_2,Republic of Korea,KOR,2025-07-23,S/PV.9963,S/PV.9963#19,a2b8883cb93c6311,Mr. Sangjin Kim,VD|VS,ATR-ISR|ATR-PAL,,T0,,,0.909,1,Hamas committed the worst terrorist attacks against Israel and still brutally holds 50 hostages || Hamas committed the worst terrorist attacks against Israel and still brutally holds 50 hostages || Hamas committed the worst terrorist attacks against Israel and still brutally holds 50 hostages.,"Hamas committed the worst terrorist attacks against Israel and still brutally holds 50 hostages. Israel’s air strikes and gunfire, as well as restrictions on humanitarian aid, are pushing Palestinian civilians in Gaza deeper into death and starvation. Not only in Gaza, but also in the West Bank, the Palestinian people’s right to life, dignity and coexistence is repeatedly being denied. In the wider Middle East region, sirens and air strikes have become the new normal.",attribution__ATR-PAL
C2,P3-P5_ceasefire_1_to_ceasefire_2,United Kingdom,GBR,2025-01-20,S/PV.9841,S/PV.9841#14,386a8d9642bd0e5a,Mr. Falconer,,,PN2,T3,,SYM,0.833,1,a credible pathway to a two-State solution || This agreement is a crucial first step towards a sustainable peace and a credible pathway to a two-State solution. || a credible pathway to a two-State solution,This agreement is a crucial first step towards a sustainable peace and a credible pathway to a two-State solution. Millions of people are relying on us to build on this process and end their agony. We must not let them down.,positive_negative__PN2|relation_type__SYM
C2,outside,United Arab Emirates,ARE,2023-09-27,S/PV.9425,S/PV.9425#12,fa10895768b02fee,Mr. Abushahab,,,PN4,T4,I2,SYM,0.863,1,"living side by side with Israel in peace, security and mutual recognition. || the United Arab Emirates affirms its commitment to a two-State solution whereby an independent Palestinian State can be established within the 1967 borders, with East Jerusalem as its capital, living side by side with Israel in peace, security and mutual recognition || the United Arab Emirates affirms its commitment to a two-State solution whereby an independent Palestinian State can be established within the 1967 borders, with East Jerusalem as its capital, living side by side with Israel in peace, security and mutual recognition.","In conclusion, the United Arab Emirates affirms its commitment to a two-State solution whereby an independent Palestinian State can be established within the 1967 borders, with East Jerusalem as its capital, living side by side with Israel in peace, security and mutual recognition. We reiterate our support for all regional and international efforts to achieve that goal, and call on all the parties concerned to work to establish peace and stability in the region.",transcend__T4|relation_type__SYM
C2,outside,France,FRA,2023-09-27,S/PV.9425,S/PV.9425#5,300c9d3892494bc3,Mr. De Rivière,,,PN2,,I2,SYM,0.85,1,"a package of measures that will benefit both Palestinians and Israelis || France expresses its full support for the initiative led by the European Union, Saudi Arabia and the League of Arab States to prepare a package of measures that will benefit both Palestinians and Israelis, once a peace agreement has been signed. || France expresses its full support for the initiative led by the European Union, Saudi Arabia and the League of Arab States to prepare a package of measures that will benefit both Palestinians and Israelis, once a peace agreement has been signed. That initiative must enable us to set up the incentives needed for the resumption of negotiations.","In that regard, France expresses its full support for the initiative led by the European Union, Saudi Arabia and the League of Arab States to prepare a package of measures that will benefit both Palestinians and Israelis, once a peace agreement has been signed. That initiative must enable us to set up the incentives needed for the resumption of negotiations. At its inaugural ministerial-level meeting, held on 18 September on the margins of the General Assembly’s seventy-eighth session, the Minister for Europe and Foreign Affairs, Catherine Colonna, made clear that France is ready to contribute to that end.",positive_negative__PN2|relation_type__SYM
C2,outside,Mozambique,MOZ,2023-08-21,S/PV.9400,S/PV.9400#6,7dd3e509c16d71e6,Mr. Fernandes,VD|VS,ATR-PAL|NONE,PN1,,,,0.81,1,"attacks on and destruction of some settlements in the occupied Palestinian territories, which have not only aggravated the humanitarian situation but have led to the loss of many lives, the destruction of property || attacks on and destruction of some settlements in the occupied Palestinian territories, which have not only aggravated the humanitarian situation but have led to the loss of many lives, the destruction of property || We strongly condemn the attacks on and destruction of some settlements in the occupied Palestinian territories, which have not only aggravated the humanitarian situation but have led to the loss of many lives, the destruction of property and dismay for the many families affected.","We strongly condemn the attacks on and destruction of some settlements in the occupied Palestinian territories, which have not only aggravated the humanitarian situation but have led to the loss of many lives, the destruction of property and dismay for the many families affected. Another matter of concern is the limited operations and activities of the United Nations Relief and Works Agency for Palestine Refugees in the Near East. The Agency, whose work is vital to peace and stability, continues to face a lack of funds and resources to support all core services. There are therefore millions of Palestinian refugees at risk of not benefiting from essential services. In that regard, Mozambique urges regional actors and the international community, including the private sector at large, to work urgently to join their efforts in order to provide the Agency with the financial support it needs.",attribution__ATR-PAL
C2,outside,Brazil,BRA,2023-08-21,S/PV.9400,S/PV.9400#11,f5df4c77c2c8b5d1,Mr. França Danese,,,PN3,T4,I2,SYM,0.875,1,"Israel and Palestine living side by side in peace and security, within mutually agreed and internationally recognized borders || only a two-State solution, based on international law and supported by the whole international community, will bring the peace and progress that Israelis and Palestinians deserve, with Israel and Palestine living side by side in peace and security, within mutually agreed and internationally recognized borders. || only a two-State solution, based on international law and supported by the whole international community, will bring the peace and progress that Israelis and Palestinians deserve, with Israel and Palestine living side by side in peace and security, within mutually agreed and internationally recognized borders","In the end, only a two-State solution, based on international law and supported by the whole international community, will bring the peace and progress that Israelis and Palestinians deserve, with Israel and Palestine living side by side in peace and security, within mutually agreed and internationally recognized borders. It is about time that we accomplished that and moved on to other pressing and ever-growing challenges. But in the current volatile scenario, it will be crucial to exercise restraint and avoid any actions that might escalate tensions or provoke further violence. Despite the formidable challenges, we must redouble our efforts to advance the cause of peace and reconciliation.",transcend__T4|relation_type__SYM
C2,outside,United States,USA,2023-08-21,S/PV.9400,S/PV.9400#3,9983c1592f08fcc5,Mrs. Thomas-Greenfield,VC|VD|VS,ATR-ISR|ATR-PAL,PN1,,,,0.833,1,"the two Israelis who are currently being held captive by Hamas in Gaza || the two Israelis who are currently being held captive by Hamas in Gaza || We urge all parties to take proactive measures to counter all forms of violence and incitement to violence and to refrain from actions that inflame tensions, including settlement activity, evictions, the demolition of Palestinian homes, terrorism, incitement to violence and payments to the families of terrorists.","We urge all parties to take proactive measures to counter all forms of violence and incitement to violence and to refrain from actions that inflame tensions, including settlement activity, evictions, the demolition of Palestinian homes, terrorism, incitement to violence and payments to the families of terrorists. I would also like to take a moment to urge Hamas to return the remains of Oron Shaul and Hadar Goldin and release the two Israelis who are currently being held captive by Hamas in Gaza.",attribution__ATR-PAL
C2,outside,Mozambique,MOZ,2023-09-27,S/PV.9425,S/PV.9425#10,5d26caf96b4608b0,Mr. Afonso,VC,NONE,PN2,,,,0.85,1,"We condemn the practice of hate and making inflammatory statements, be they official or individual. They should be vigorously discouraged, as they serve only the purpose of exacerbating and deepening differences between the parties and perpetuating the culture of conflict and hatred. || We condemn the practice of hate and making inflammatory statements, be they official or individual. They should be vigorously discouraged, as they serve only the purpose of exacerbating and deepening differences between the parties and perpetuating the culture of conflict and hatred. || We call on the parties to follow the path of a constructive and productive dialogue aimed at securing a lasting peace and justice for both Palestine and Israel.","We are profoundly disturbed by the repeated and gross violations of international law, international humanitarian law and international human rights law. We strongly condemn those violations. We call on the parties to follow the path of a constructive and productive dialogue aimed at securing a lasting peace and justice for both Palestine and Israel. We condemn the practice of hate and making inflammatory statements, be they official or individual. They should be vigorously discouraged, as they serve only the purpose of exacerbating and deepening differences between the parties and perpetuating the culture of conflict and hatred.",positive_negative__PN2
C2,outside,France,FRA,2023-08-21,S/PV.9400,S/PV.9400#5,ea4aea0fc6e6423f,Mrs. Jaraud-Darnault,VD|VS,ATR-ISR|ATR-PAL,,,,,0.9,1,"France is also alarmed by the forced departure of Palestinian populations in Area C in Ramallah governorate as a result of the recurring attacks carried out by settlers. || France is also alarmed by the forced departure of Palestinian populations in Area C in Ramallah governorate as a result of the recurring attacks carried out by settlers. || the attacks carried out last Saturday at Huwara and last Monday near Hebron, which claimed the lives of three Israeli civilians","France is also alarmed by the forced departure of Palestinian populations in Area C in Ramallah governorate as a result of the recurring attacks carried out by settlers. It recalls that the forcible transfer of populations contravenes the Fourth Geneva Convention. France also condemns all attacks targeting civilians, which are never justified. We deplore the attacks carried out last Saturday at Huwara and last Monday near Hebron, which claimed the lives of three Israeli civilians. France also condemned in the strongest terms the terrorist attack carried out in Tel Aviv on 5 August and reiterates its steadfast commitment to the security of Israel.",attribution__ATR-PAL
C2,outside,United Arab Emirates,ARE,2023-09-27,S/PV.9425,S/PV.9425#12,56f9f1bf79f020a5,Mr. Abushahab,,,PN2,T2,I2,SYM,0.83,1,Direct negotiations are the only way to guarantee security and stability for both sides. || Direct negotiations are the only way to guarantee security and stability for both sides. || We emphasize the importance of exercising restraint and pursuing dialogue. Direct negotiations are the only way to guarantee security and stability for both sides.,"The recent events in the occupied Palestinian territory have reminded us of how urgent it is that we intensify diplomatic efforts at the regional and international levels in order to reduce escalation and build confidence. We emphasize the importance of exercising restraint and pursuing dialogue. Direct negotiations are the only way to guarantee security and stability for both sides. In that context, we welcome the diplomatic momentum that we witnessed last week on the margins of the general debate of the General Assembly to explore ways to coordinate international efforts in order to revive the peace process. That includes the meeting organized by Saudi Arabia, the League of Arab States and the European Union in cooperation with Egypt and Jordan, which presented positive proposals for supporting peace and maintaining the possibility of a two-State solution. Looking ahead, we hope that the international community will take concrete steps towards a resumption of serious and meaningful negotiations between the two parties, based on the agreed international terms of reference, including the relevant United Nations resolutions and the Arab Peace Initiative.",positive_negative__PN2|relation_type__SYM
C2,outside,Ecuador,ECU,2023-09-27,S/PV.9425,S/PV.9425#15,acfb20ce3c37f7f3,Mr. Montalvo Sosa,,,PN2,T2,I2,SYM,0.85,1,"co-existence of two States — Palestine and Israel — on the basis of the 1967 borders and the relevant resolutions || Ecuador, like all the members of the Council present here, has repeatedly expressed its commitment to a negotiated, definitive and just solution for the parties, with the co-existence of two States — Palestine and Israel — on the basis of the 1967 borders and the relevant resolutions. || recover a political horizon that will lead to effective negotiations","We hope that concrete steps will be taken to reduce tensions, build confidence and recover a political horizon that will lead to effective negotiations. I reiterate Ecuador’s commitment, as a Council member, to support any measure or initiative that encourages the parties to resume negotiations and avoid further violence. It is our duty to seek paths towards peace in this and in all conflicts. Ecuador, like all the members of the Council present here, has repeatedly expressed its commitment to a negotiated, definitive and just solution for the parties, with the co-existence of two States — Palestine and Israel — on the basis of the 1967 borders and the relevant resolutions.",positive_negative__PN2|relation_type__SYM
C2,outside,Albania,ALB,2023-08-21,S/PV.9400,S/PV.9400#16,dbfab01a66202c77,Mr. Hoxha,VS,ATR-ISR,PN2,T2,,,0.82,1,"the plans to expand settlements || the plans to expand settlements || We reiterate our call on the parties to commit to de-escalation in deeds as well as words, and to avoid unilateral steps that lead to tension and violence on the ground. In the context of hope for a political horizon, however remote it may seem, violence is not and cannot be a solution, nor can it be a substitute for justice.","We also reiterate our concern about the plans to expand settlements. We call for the full implementation of resolution 2334 (2016) and the strict observance of international law. All unilateral steps that obstruct peace and the viability of a two-State solution must be withdrawn. We reiterate our call on the parties to commit to de-escalation in deeds as well as words, and to avoid unilateral steps that lead to tension and violence on the ground. In the context of hope for a political horizon, however remote it may seem, violence is not and cannot be a solution, nor can it be a substitute for justice. The parties must abide by their commitments regarding the implementation of the Aqaba and Sharm El-Sheikh communiqués, as the best way to bridge the deep and deepening divide.",positive_negative__PN2
C2,outside,France,FRA,2023-08-21,S/PV.9400,S/PV.9400#5,e2c0fbd8cc22e50f,Mrs. Jaraud-Darnault,,,PN2,T3,I2,,0.817,1,"Council members must work together to take concrete action to implement a two-State solution, and the first step towards that is re-establishing a credible political horizon. || Council members must work together to take concrete action to implement a two-State solution, and the first step towards that is re-establishing a credible political horizon. The United Nations has an important role to play in restoring confidence between the parties and relaunching the peace process. || a solution that meets the legitimate aspirations of both Palestinians and Israelis.","As we approach the thirtieth anniversary of the Oslo Accords, the lack of progress on the ground is fuelling the spiral of violence and jeopardizing international peace and security. Council members must work together to take concrete action to implement a two-State solution, and the first step towards that is re-establishing a credible political horizon. The United Nations has an important role to play in restoring confidence between the parties and relaunching the peace process. It is also essential for regional players to pool their efforts constructively. The normalization of relations between Israel and several States in the region has been contributing to stability and security. But that momentum will be incomplete as long as it is not accompanied by a resumption of the political process towards a solution that meets the legitimate aspirations of both Palestinians and Israelis.",positive_negative__PN2
C2,outside,Malta,MLT,2023-08-21,S/PV.9400,S/PV.9400#14,bc794f45ca02ece4,Ms. Gatt,,,PN2,,,,0.8,1,"we are encouraged to note steps in the context of intra-Palestinian reconciliation, including through the formation of a dedicated committee, as discussed in talks between Palestinian factions on 30 July in Egypt.","The Palestinian Authority is also facing internal challenges with increasingly negative trends with regard to the rule of law and fundamental freedoms in areas where the Palestinian Authority is in control and in Gaza. In that regard, we are encouraged to note steps in the context of intra-Palestinian reconciliation, including through the formation of a dedicated committee, as discussed in talks between Palestinian factions on 30 July in Egypt. A stronger and more credible Palestinian Authority as a partner is in everyone’s interest. We continue to urge the authorities in Palestine to hold the overdue national elections as soon as possible, as that will be an important sign of strengthening the legitimacy of the Palestinian Authority for the Palestinian people.",positive_negative__PN2
C2,outside,Brazil,BRA,2023-09-27,S/PV.9425,S/PV.9425#17,3f3e02c738c95e75,Mr. França Danese,VS,ATR-ISR,PN2|PN3,,I1|I2,,0.833,1,"The main one is the expansion of the Israeli settlements. Resolution 2334 (2016) states clearly that Israeli settlements in the Palestinian occupied territories, including East Jerusalem, are unlawful and must be immediately halted. || The main one is the expansion of the Israeli settlements. Resolution 2334 (2016) states clearly that Israeli settlements in the Palestinian occupied territories, including East Jerusalem, are unlawful and must be immediately halted. || The Council should also seriously reflect on its role in paving the way for new direct negotiations","The Council should also seriously reflect on its role in paving the way for new direct negotiations. Sitting on our hands while the situation unravels is shortsighted and dangerous. It is not what we are here for. Meanwhile, we must address the core issues driving current tensions. The main one is the expansion of the Israeli settlements. Resolution 2334 (2016) states clearly that Israeli settlements in the Palestinian occupied territories, including East Jerusalem, are unlawful and must be immediately halted. Brazil continues to call upon the Israeli Government to cease policies promoting those illegal practices and to curb settler violence.",positive_negative__PN2
C2,outside,Japan,JPN,2023-08-21,S/PV.9400,S/PV.9400#10,e81ce1c9f9945da1,Mrs. Shino,,,PN2,T4,I2,SYM,0.875,1,"There is ultimately no alternative to a two-State solution whereby Israel and Palestine can coexist peacefully side by side, in line with internationally agreed parameters, including resolution 2334 (2016). || the Israeli-Palestinian conflict can be resolved only through direct talks and negotiations between the parties. || the Israeli-Palestinian conflict can be resolved only through direct talks and negotiations between the parties. We acknowledge the recent meeting in Egypt that explored reconciliation efforts among Palestinian factions and encourage the continuation of such diplomatic engagements aimed at bringing the parties together and contributing meaningfully to the revitalization of a comprehensive peace process in the region.","We urge all the parties to exercise maximum restraint and commit to de-escalation. As we have repeatedly stressed, the Israeli-Palestinian conflict can be resolved only through direct talks and negotiations between the parties. We acknowledge the recent meeting in Egypt that explored reconciliation efforts among Palestinian factions and encourage the continuation of such diplomatic engagements aimed at bringing the parties together and contributing meaningfully to the revitalization of a comprehensive peace process in the region. There is ultimately no alternative to a two-State solution whereby Israel and Palestine can coexist peacefully side by side, in line with internationally agreed parameters, including resolution 2334 (2016).",transcend__T4|positive_negative__PN2|relation_type__SYM
C2,outside,Malta,MLT,2023-08-21,S/PV.9400,S/PV.9400#14,b4460b1ff4a9fd3b,Ms. Gatt,,,PN2,,I2,SYM,0.783,1,We call on Israel and the Palestinian Authority to return to good-faith dialogue and uphold their commitments made related to security coordination. || We call on Israel and the Palestinian Authority to return to good-faith dialogue and uphold their commitments made related to security coordination. || we call on Israel and the Palestinian Authority to return to good-faith dialogue and uphold their commitments made related to security coordination.,"Furthermore, we call on Israel and the Palestinian Authority to return to good-faith dialogue and uphold their commitments made related to security coordination.",positive_negative__PN2|relation_type__SYM
C2,outside,United Arab Emirates,ARE,2023-08-21,S/PV.9400,S/PV.9400#12,9c20b93c70a84e36,Mrs. Alhefeiti,,,PN3,T3,I3,SYM,0.875,1,"living side by side with Israel in peace, security and mutual recognition || We continue our solidarity with Palestinians in terms of their right to self-determination and the creation of an independent Palestinian State along the 4 June 1967 borders, with East Jerusalem as its capital || We continue our solidarity with Palestinians in terms of their right to self-determination and the creation of an independent Palestinian State along the 4 June 1967 borders, with East Jerusalem as its capital, living side by side with Israel in peace, security and mutual recognition.","In conclusion, the United Arab Emirates reiterates its support for the fraternal Palestinian people, including through providing them with humanitarian needs and alleviating the harsh living conditions of refugees. We continue our solidarity with Palestinians in terms of their right to self-determination and the creation of an independent Palestinian State along the 4 June 1967 borders, with East Jerusalem as its capital, living side by side with Israel in peace, security and mutual recognition.",relation_type__SYM
